,Product DB,Customer DB,Order DB,Shipping Cost Service,Caching Service,Product Service,Auth Service,Order Service,API,www,Website
0,0.07118722369920691,0.2588741682334212,0.29154139430945175,0.39984515264672493,2.293811608161033,2.4759710395199983,0.42336091256796476,1.0366419645884493,4.7338947140121235,5.286726505677726,5.3982466545367025
1,0.15103344081439787,0.0017870492668562448,0.5119939402890444,0.3020660483565727,2.1018773275541887,2.300659389035664,0.22199012843048563,1.0271730296457622,4.15030055864059,4.550957591150764,4.8503076236973195
2,0.01358583857487229,0.13124162891788127,0.26736399337212585,0.15460478995430588,2.131927450075126,2.4139686650980274,0.4469554216420209,0.8427887804876604,4.443752335014035,4.968050457094331,4.982020672786821
3,0.108090624003203,0.18603650558491114,0.43108132397698606,0.16920854319583484,2.226858702307835,2.385131835571876,0.6031346132086067,0.9766489283345636,4.747489982274899,5.562724349270892,5.638192074258779
4,0.45806314725991454,0.072305883890283,0.010464940501978784,0.5254103279326354,2.5715903277604246,2.6950124278569256,0.18409377179305803,0.5912944121215058,4.32015016940367,4.706886346719639,4.750177695906357
5,0.0034088073421662196,0.2652353939982106,0.05292231401754313,0.17596044345951428,2.2106087262554017,2.379116076214736,0.8234786527789518,0.6740097594014033,4.686842111141221,5.653501941134667,5.7674750093708536
6,0.11244134614333696,0.06280105083877295,0.03016854715967674,0.15190792822447133,2.293432869318057,2.5188141511648263,0.27461304207089454,0.6170637296542073,4.293894563644799,4.697895461339781,4.880933123687914
7,0.32712378132760883,0.07343215000725052,0.6911186184981706,0.15447395360240584,2.5172072501377283,2.643084526322743,0.22911873069104255,1.3175442159945248,4.947053591339672,5.552118379885417,5.594279729321026
8,0.04524911471263062,0.1553169044590983,0.24148146100783344,0.1501205523545433,2.3013067894241774,2.5468911158879775,0.693887770151638,0.8141028950020689,5.13774236894455,5.988014747681144,6.038426178207799
9,0.046972858427519554,0.13394863766272022,0.18694509743229104,0.13616905749579394,2.130502016478979,2.298703066862158,0.5997833600427596,0.824569648512823,4.488697027186819,5.194389489035381,5.509397539485121
10,0.21129123706225583,0.7732556055207404,0.2928122289621962,0.21310143017001162,2.1102650374345404,2.4664274874621195,1.0364193348249022,0.8813307845718439,5.81195874875902,6.98152732792271,6.994404156301989
11,0.04307143987836785,0.02951425233141132,0.01827464521826516,0.46999691334616545,2.285417058621182,2.524118228064143,0.18253315363351924,0.9404592843318946,4.180301606066109,4.4605782310758855,4.56845510541052
12,0.34740814703138523,0.07350265090621881,0.09823276596030268,0.12074765417620137,2.2052076600320607,2.3145623624884966,0.3065306480591474,0.6989790561663041,4.18733875152013,4.741540738954035,5.1477173669077025
13,0.14736377909829643,0.5328410124507468,0.010905045769309854,0.13864987614887558,2.284814814759791,2.4534817864081666,0.6409102895373291,0.6423694366203703,4.781193254720814,5.426085476012614,5.763090301352804
14,0.01740196647432369,0.61742032012555,0.6349724709458822,0.17019861789644275,2.13448386846412,2.2388140867334356,0.7478192341645481,1.3627376783231417,5.562097480906063,6.340363763988507,6.466626295544861
15,0.07089701309118628,0.0822476175580765,0.10347030190070738,0.3233526763944977,2.1778120067896203,2.3979439297092116,0.23156553834812232,0.6509337589246654,4.037079409958885,4.441944679942907,5.004539895175934
16,0.1643794684619648,0.027375349705915448,0.7338668077955223,0.2772719031365316,2.3032375650588266,2.548722528154318,0.23992679677295067,1.3780203332271457,4.973348447206322,5.33954997592686,5.345942807543107
17,0.09296091142704471,0.15961887852138357,0.1737534117063133,0.16191485054476362,2.139554113564443,2.2885394290589622,0.4400053906660194,0.678006245782099,4.07172734857539,4.539916158676083,4.7464403890017
18,0.1840421553530103,0.017771403159038458,0.016447517354627388,0.19929385981644762,2.345915996639267,2.772028044639108,0.2635594902050937,0.6257373957820701,4.349230056425973,5.006697090987513,5.152630520613918
19,0.14975754742846992,0.004144421569177617,0.0010126235256662309,0.4130168529197439,2.2615406452751357,2.4090447345165034,0.259570894847725,0.5401519249978538,3.767573779086619,4.232905022806295,4.251707239498963
20,0.3657424057189367,0.007057419121582931,0.6176138970063136,0.5706680846780234,2.109714264682125,2.5083950851095786,0.13190240071662465,1.2125509096705234,4.414256336709974,4.942912483146106,5.0764560127929474
21,0.4060551171249353,0.18050593451209412,0.1858121232537111,0.1750271947809201,2.603097293703946,3.0779532968372476,0.40734269696257663,1.148307218554519,5.388189762446187,5.870665386098044,6.198007275562663
